"","N1","N2","O1","O2","P1","P2","Q1","Q2","R1","W1","W2","W3","W4"
"CAGL0K08580g",1,0,2,0,2,0,4,2,2,0,0,0,0
"CAGL0K07612g",0,2,0,0,0,0,0,0,0,0,0,0,0
"CAGL0K08822g",1,5,5,4,4,5,2,0,2,1,1,1,4
"CAGL0K03179g",0,0,1,0,0,0,0,0,2,1,0,1,0
"CAGL0K06215g",1,0,1,0,0,0,2,2,1,0,0,0,0
"CAGL0K11000g",6,3,1,1,3,1,3,4,3,1,6,4,1
"CAGL0K12562g",2,3,1,1,0,0,2,0,1,0,1,1,0
"CAGL0K01309g",7,2,12,5,3,12,1,3,1,1,2,2,2
"CAGL0K10582g",40,35,32,18,26,18,28,18,16,16,16,71,86
"CAGL0K02431g",8,1,1,0,0,0,2,0,0,0,0,2,5
"CAGL0K08756g",17,20,4,3,7,5,14,8,4,1,4,9,7
"CAGL0K00869g",0,1,1,1,0,1,2,1,2,0,0,0,1
"CAGL0K04235g",2,3,5,1,4,2,3,0,2,1,1,4,1
"CAGL0K12232g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0K07271g",0,3,0,0,1,0,1,0,2,1,0,1,0
"CAGL0K00385g",11,26,12,15,8,6,13,3,14,8,14,14,19
"CAGL0K07700g",9,13,8,7,9,5,21,2,8,3,5,13,5
"CAGL0K11572g",1,4,2,0,0,6,1,1,0,0,0,0,0
"CAGL0K10912g",3,0,0,2,3,0,0,0,1,0,0,0,0
"CAGL0K05753g",0,0,1,0,1,0,0,0,0,0,0,3,1
"CAGL0K03047g",1,1,2,0,0,2,1,0,1,0,0,0,0
"CAGL0K07436g",5,3,7,3,6,3,1,5,0,1,4,2,0
"CAGL0K08844g",2,0,3,1,1,1,3,4,5,1,1,0,1
"CAGL0K09328g",7,5,2,1,1,1,5,2,2,1,2,0,0
"CAGL0K02673g",2,0,0,1,0,1,1,0,0,0,0,0,0
"CAGL0K02827g",1,1,1,0,2,0,0,0,1,0,0,0,0
"CAGL0K07359g",4,4,15,8,12,11,9,9,7,8,8,2,4
"CAGL0K01859g",1,0,4,0,0,3,2,0,0,0,0,3,3
"CAGL0K12166g",2,2,4,0,2,2,2,1,5,1,0,0,0
"CAGL0K06743g",2,4,3,0,4,0,3,0,2,1,0,0,0
"CAGL0K12364g",1,0,2,0,0,1,2,0,0,0,0,1,0
"CAGL0K05643g",0,1,0,0,0,1,0,0,1,0,1,1,2
"CAGL0K00517g",2,3,7,4,2,2,2,4,3,0,3,4,7
"CAGL0K05995g",0,0,1,0,1,2,0,0,2,0,0,0,0
"CAGL0K04565g",7,2,3,3,1,4,18,7,5,5,2,2,0
"CAGL0K06545g",1,6,6,3,4,1,5,2,5,5,8,5,3
"CAGL0K03113g",25,7,32,23,21,19,20,7,32,10,15,0,1
"CAGL0K07634g",4,3,4,4,3,3,6,3,4,2,2,2,5
"CAGL0K01287g",0,5,5,0,5,2,3,1,0,0,1,0,1
"CAGL0K07920g",2,0,4,2,0,1,0,1,3,4,3,1,2
"CAGL0B03355g",1,3,3,1,1,1,0,1,3,1,0,0,0
"CAGL0B04763g",0,0,1,1,0,1,0,0,0,2,1,1,3
"CAGL0B04477g",0,0,1,0,0,0,0,0,0,0,0,0,1
"CAGL0B01232g",1,0,2,2,0,0,0,0,2,0,0,0,0
"CAGL0B01595g",6,6,17,11,5,11,5,5,8,4,1,3,4
"CAGL0B01144g",1,1,4,1,2,0,1,0,2,0,0,0,0
"CAGL0B03443g",5,10,5,1,4,4,7,4,4,0,3,3,0
"CAGL0B02321g",4,2,4,2,0,1,7,0,4,0,0,0,0
"CAGL0B04851g",4,2,3,0,3,1,4,3,1,0,0,0,2
"CAGL0B03311g",7,13,7,7,5,7,9,4,9,8,14,1,3
"CAGL0B01331g",4,1,5,2,4,5,10,6,3,1,0,0,2
"CAGL0B01639g",0,0,0,0,1,0,1,2,0,0,1,1,0
"CAGL0B02123g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B00484g",29,36,32,25,18,24,66,38,44,14,26,25,20
"CAGL0B03949g",3,1,3,0,0,4,1,2,0,0,1,5,3
"CAGL0B02794g",0,0,0,0,0,0,1,0,0,0,0,0,0
"CAGL0B03641g",10,3,1,2,6,2,7,2,4,1,1,4,8
"CAGL0B01243g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B04785g",0,0,0,0,0,0,1,0,0,0,0,0,0
"CAGL0B03069g",0,3,1,1,2,3,2,2,2,0,1,0,0
"CAGL0B01353g",4,2,2,0,0,2,1,0,1,1,0,1,0
"CAGL0B00814g",0,0,1,1,0,2,1,0,1,1,0,0,2
"CAGL0B00880g",1,0,0,0,0,1,0,0,0,1,0,0,0
"CAGL0B01705g",1,0,1,1,3,0,3,2,2,0,0,0,1
"CAGL0B00440g",1,0,0,0,1,0,0,0,0,0,0,0,0
"CAGL0B01034r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B04697g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B02387g",1,1,0,0,1,1,0,0,0,0,0,0,0
"CAGL0B03685g",23,34,29,31,27,40,30,28,19,7,4,15,9
"CAGL0B03289g",0,0,2,1,0,0,1,0,0,0,0,0,0
"CAGL0J00275g",134,106,22,6,12,9,83,85,12,4,5,185,189
"CAGL0G01210g",0,0,1,0,1,0,0,0,2,0,0,0,0
"CAGL0H03443g",10,7,6,7,11,14,4,7,6,2,3,12,13
"CAGL0G09735g",2,3,15,6,7,4,1,3,7,5,7,0,0
"CAGL0H10120g",0,1,2,1,0,0,0,0,0,0,0,0,0
"CAGL0G02585g",0,0,0,0,0,0,1,0,0,0,0,2,0
"CAGL0I04125g",1,4,1,0,0,0,1,1,1,0,0,0,1
"CAGL0J01309g",2,1,0,4,1,9,1,0,3,0,0,3,5
"CAGL0F07689g",3,0,2,2,4,2,2,1,3,2,2,1,1
"CAGL0G05962g",6,6,18,10,4,12,0,6,8,3,2,0,0
"CAGL0J04796g",0,0,2,0,0,0,1,0,1,0,0,0,0
"CAGL0F01815g",0,0,1,0,1,0,0,0,0,0,0,0,0
"CAGL0J09526g",0,2,0,0,1,1,1,3,0,2,1,0,2
"CAGL0F05423g",0,1,1,0,0,0,2,0,0,1,1,3,2
"CAGL0G03993g",0,0,0,0,0,0,0,0,0,1,1,3,3
"CAGL0I09900g",1,0,1,0,0,0,0,2,0,0,0,0,1
"CAGL0F01177g",0,2,2,0,1,0,0,0,0,0,0,8,6
"CAGL0H03069g",0,0,2,0,0,1,0,0,1,0,1,5,1
"CAGL0I09416g",0,0,2,2,2,1,0,0,0,2,1,3,3
"CAGL0J00561g",0,1,1,2,1,1,1,1,1,1,1,6,6
"CAGL0G04697g",0,2,0,0,1,0,0,1,0,0,1,0,3
"CAGL0J05126g",1,1,0,0,0,1,1,0,0,0,1,0,1
"CAGL0F04301g",4,2,0,0,2,0,1,1,3,2,0,0,0
"CAGL0H04895g",10,14,4,5,11,10,8,1,3,5,8,21,29
"CAGL0D05588g",0,1,0,0,2,0,1,0,1,0,0,0,0
"CAGL0D05324g",0,1,0,0,0,0,0,0,0,0,1,1,0
"CAGL0D03960g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0D06050g",0,0,0,0,0,1,2,0,0,0,0,0,0
"CAGL0D06154g",0,1,3,1,2,0,1,0,0,0,0,0,2
"CAGL0D01650g",0,0,1,0,0,0,0,0,0,0,0,0,1
"CAGL0D00550g",3,2,5,0,3,1,5,0,2,0,1,8,6
"CAGL0D02354g",3,1,1,1,2,1,1,2,0,0,1,0,0
"CAGL0D05918g",0,0,1,0,3,1,0,1,1,0,0,4,1
"CAGL0D03564g",0,3,4,4,1,1,2,1,1,1,1,0,0
"CAGL0D00440g",45,44,35,33,43,51,58,35,33,16,17,38,17
"CAGL0D01012g",0,0,0,0,1,0,2,0,1,0,0,0,0
"CAGL0D03828g",1,1,0,0,0,0,0,0,0,0,0,0,0
"CAGL0D05566g",6,3,4,7,4,8,7,1,5,2,2,2,0
"CAGL0D00418g",10,3,12,13,0,1,1,4,0,1,1,12,25
"CAGL0D06468g",0,0,0,0,0,0,1,0,1,0,1,0,1
"CAGL0D01980g",0,3,0,0,0,0,1,0,0,0,1,0,0
"CAGL0D03014g",6,4,4,0,3,0,2,1,5,1,2,4,3
"CAGL0D06402g",20,16,19,13,16,11,34,21,20,4,9,0,1
"CAGL0D02794g",1,2,0,0,0,2,1,0,0,1,0,2,1
"CAGL0D00682g",0,1,0,0,0,2,0,0,0,0,1,0,0
"CAGL0J05104g",8,8,8,14,10,10,9,6,8,9,5,63,85
"CAGL0J08052g",0,1,0,0,1,2,0,1,2,1,0,2,0
"CAGL0J04268g",0,0,0,1,0,0,1,0,0,0,0,2,0
"CAGL0J11066g",2,0,4,1,3,3,0,0,1,0,0,0,0
"CAGL0J06314g",3,1,2,0,1,0,3,0,0,0,0,1,0
"CAGL0J04400g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0J09020g",1,0,0,0,1,0,0,0,1,0,0,0,0
"CAGL0J11374g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0J05830g",0,0,0,0,0,0,0,0,1,1,0,0,0
"CAGL0J09592g",0,1,1,2,1,2,1,0,0,0,0,2,1
"CAGL0J08822g",0,1,3,1,0,0,0,0,0,0,1,0,0
"CAGL0J06402g",0,0,0,0,0,0,0,0,0,0,0,1,1
"CAGL0J08569g",7,4,2,0,4,2,3,5,0,1,1,7,12
"CAGL0J11704g",1,1,0,0,0,0,0,0,0,0,0,0,0
"CAGL0J02266g",21,14,16,16,23,18,22,2,21,2,7,9,10
"CAGL0J01958g",1,0,1,0,1,0,0,1,0,0,0,0,0
"CAGL0J02442g",1,1,0,0,0,3,1,1,2,0,1,0,0
"CAGL0J06380g",1,0,1,2,0,0,0,0,1,0,1,0,0
"CAGL0J10846g",0,1,1,0,0,0,2,0,0,0,0,0,0
"CAGL0J11198g",2,0,2,0,3,0,2,0,2,0,0,0,0
"CAGL0J01287g",1,2,3,1,0,0,2,2,1,1,4,1,0
"CAGL0J06072g",3,1,0,0,2,3,1,0,1,0,1,56,31
"CAGL0J02398g",11,10,15,6,8,10,18,7,13,9,6,0,1
"CAGL0J10934g",0,1,4,0,1,0,1,0,4,0,0,0,0
"CAGL0J02024g",0,2,2,3,1,1,2,1,0,0,0,0,2
"CAGL0J06556g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0J01485g",5,8,6,7,8,9,4,5,4,2,3,8,5
"CAGL0J03058g",102,138,111,67,156,107,93,33,155,70,66,12,22
"CAGL0J00473g",1,0,5,2,2,1,3,1,2,0,0,0,0
"CAGL0J04642g",0,3,0,0,1,2,0,0,0,0,3,0,0
"CAGL0J10120g",16,8,22,13,18,11,11,4,21,5,9,1,2
"CAGL0J07700g",23,5,28,21,12,16,15,14,22,5,6,9,5
"CAGL0J08437g",1,2,1,0,0,1,2,1,0,1,1,0,1
"CAGL0J03740g",2,1,3,3,0,1,4,0,2,2,1,2,4
"CAGL0J09680g",0,0,0,0,0,0,0,0,0,0,2,0,0
"CAGL0J01914g",1,0,0,1,0,1,0,1,2,0,1,1,5
"CAGL0M00154g",3,0,2,0,0,1,2,0,1,1,0,7,1
"CAGL0M04697g",3,1,0,0,3,0,0,0,1,0,0,0,0
"CAGL0M02651g",1,3,2,1,1,1,3,3,0,2,1,0,0
"CAGL0M12705g",4,1,0,0,0,4,8,1,4,1,1,1,3
"CAGL0M11638g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M08030g",2,2,3,3,1,2,2,3,3,0,2,1,0
"CAGL0M11880g",1,0,1,0,0,0,1,0,0,0,0,0,1
"CAGL0M06105g",2,0,2,1,0,1,3,1,7,1,3,2,1
"CAGL0M04477g",0,2,0,0,0,1,1,0,0,0,0,0,0
"CAGL0M07964r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M13101g",0,0,1,0,0,3,0,1,0,1,0,0,0
"CAGL0I01210g",0,0,0,0,0,1,0,0,1,0,0,0,0
"CAGL0I00924g",0,3,3,5,2,1,4,2,6,2,1,0,1
"CAGL0I07051g",1,1,0,5,2,4,0,1,0,0,0,0,1
"CAGL0I06270g",2,0,1,1,0,2,2,0,1,1,0,1,2
"CAGL0I05060g",441,234,758,497,677,598,249,188,340,236,265,175,151
"CAGL0I04642g",0,0,0,0,1,0,0,0,0,0,0,0,0
"CAGL0I09262g",0,0,0,2,0,0,2,0,0,0,1,0,0
"CAGL0I07645g",0,0,1,2,0,0,1,1,0,0,0,0,0
"CAGL0I07139g",5,7,1,1,0,5,2,5,1,1,2,9,8
"CAGL0I01760r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I07579g",3,6,3,0,0,0,2,1,0,1,1,0,0
"CAGL0I08987g",2,3,0,0,1,0,1,0,1,0,2,2,4
"CAGL0I00396g",2,4,3,1,3,0,2,0,1,0,0,2,7
"CAGL0I08481g",1,0,0,0,0,1,0,0,0,0,0,0,0
"CAGL0I00880g",1,1,1,1,0,0,2,1,0,0,0,0,0
"CAGL0I05104g",4,2,3,2,6,3,3,2,1,2,1,5,4
"CAGL0I04752g",1,0,2,0,0,0,1,1,0,0,1,0,1
"CAGL0I09636g",2,0,1,2,0,0,1,0,1,0,0,0,0
"CAGL0I04070g",1,1,0,3,1,2,0,0,0,2,0,0,0
"CAGL0I10604g",0,1,1,1,3,2,1,1,2,1,1,2,1
"CAGL0I07667g",11,23,27,15,13,18,39,15,29,2,6,8,2
"CAGL0I02244g",0,0,1,1,0,1,0,0,0,0,0,1,0
"CAGL0I08283g",2,2,3,2,2,2,2,2,8,1,2,4,3
"CAGL0I06710g",561,506,703,596,603,627,720,432,613,366,467,356,358
"CAGL0I09218g",14,9,21,24,17,15,27,10,15,11,10,5,4
"CAGL0I04246g",0,0,0,0,0,0,0,0,0,0,0,3,0
"CAGL0I10200g",6,1,0,0,0,0,2,1,0,1,1,11,9
"CAGL0I08349g",2,1,0,2,1,1,1,1,0,0,0,1,0
"CAGL0I05236g",0,2,0,3,1,1,0,0,1,0,1,1,0
"CAGL0I04422g",0,1,1,3,0,2,2,2,0,1,0,0,2
"CAGL0I10450g",2,0,0,0,0,0,1,1,3,1,0,0,0
"CAGL0I07535g",0,1,1,2,2,4,2,1,1,1,0,2,2
"CAGL0I01188g",0,0,0,0,0,0,1,0,0,0,0,0,0
"CAGL0I09768g",4,1,0,3,3,2,3,0,3,1,0,7,1
"CAGL0I06919g",1,0,0,1,2,1,1,0,2,1,1,3,4
"CAGL0I06292g",28,29,24,19,19,18,30,16,11,10,9,10,16
"CAGL0I01078g",0,1,1,0,0,2,0,0,0,0,0,0,0
"CAGL0I09350g",4,4,6,4,7,4,4,2,8,0,0,1,0
"CAGL0I07007g",2,6,2,0,3,1,5,0,4,0,0,1,2
"CAGL0I02200g",0,0,0,1,0,2,0,1,0,0,0,0,1
"CAGL0I09592g",79,64,101,59,69,85,50,31,81,32,42,37,41
"CAGL0I05544g",0,0,0,0,0,0,0,0,0,0,1,1,1
"CAGL0I00594g",2,1,1,0,1,1,0,1,0,0,0,0,0
"CAGL0I06743g",1,2,1,1,2,2,0,0,1,0,0,0,3
"CAGL0I03828g",1,2,3,1,1,0,2,0,2,0,0,0,0
"CAGL0I00726g",0,0,1,0,1,0,0,0,0,0,0,0,0
"CAGL0K01595g",1,3,3,0,0,0,1,0,0,0,2,0,0
"CAGL0K00253g",7,4,1,0,8,1,2,0,0,0,2,22,17
"CAGL0K07590g",10,11,22,16,15,13,15,4,32,10,15,7,0
"CAGL0K10120g",2,0,0,0,0,0,1,1,1,0,0,0,0
"CAGL0K09878g",1,1,0,0,1,0,0,0,0,0,0,0,2
"CAGL0K01177g",0,0,0,1,0,0,0,1,0,0,0,1,2
"CAGL0L06930g",1,4,0,1,0,1,0,1,2,0,0,0,0
"CAGL0L06908g",1,2,5,1,1,3,2,0,1,0,0,0,1
"CAGL0L08448g",14,5,5,1,4,9,3,4,7,4,2,6,1
"CAGL0L02299g",1,3,3,1,4,4,2,1,3,0,0,2,1
"CAGL0L10208g",2,3,2,0,3,2,5,2,1,2,3,2,0
"CAGL0L12826g",2,2,3,0,2,0,1,0,0,0,0,0,0
"CAGL0L00913r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L04224g",0,0,2,0,0,0,0,0,0,0,0,0,0
"CAGL0L05610g",10,8,13,14,11,8,16,7,10,4,6,14,12
"CAGL0L06600g",2,0,0,0,0,0,0,0,0,0,0,1,0
"CAGL0L07216g",1,2,3,3,6,2,3,0,1,0,0,0,1
"CAGL0L04664g",1,0,1,0,1,0,0,0,0,0,0,0,0
"CAGL0L09108g",0,0,0,0,0,0,0,0,0,0,0,1,0
"CAGL0L11110g",1,1,4,3,0,2,1,0,1,0,3,0,0
"CAGL0L00715g",33,32,31,21,13,36,37,19,42,19,27,121,108
"CAGL0L01815r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L06622g",1,1,3,2,0,1,0,2,1,1,0,0,1
"CAGL0L11352g",2,2,6,3,0,0,2,1,2,2,0,3,0
"CAGL0L01727g",0,0,1,0,2,0,1,0,0,0,0,0,1
"CAGL0L02057g",9,6,6,0,11,1,6,1,10,0,0,0,0
"CAGL0L01111g",3,3,7,11,3,2,1,0,9,1,2,4,9
"CAGL0L11418g",12,11,9,18,6,11,10,6,7,6,6,5,5
"CAGL0L05478g",0,3,1,3,1,1,3,1,4,2,1,0,2
"CAGL0L00495g",45,43,69,52,29,59,55,55,82,23,12,23,20
"CAGL0L04862g",1,0,2,3,1,1,0,1,0,0,0,1,1
"CAGL0L11176g",0,0,0,1,0,0,1,0,0,0,0,0,0
"CAGL0L01089g",1,3,2,0,5,0,5,3,4,0,1,3,0
"CAGL0L00297g",12,11,22,8,11,9,13,5,13,3,7,0,0
"CAGL0L06116g",2,1,2,4,5,2,1,1,1,2,3,6,3
"CAGL0L07964r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L06380r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L12870g",3,3,5,5,2,4,4,2,1,0,0,0,0
"CAGL0L08536g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L00227g",30,22,10,10,34,40,14,11,10,45,69,70,55
"CAGL0L02651g",14,17,23,26,24,14,21,27,23,10,14,7,5
"CAGL0L09361g",4,0,0,1,2,4,2,2,2,3,3,1,2
"CAGL0L00649g",1,0,0,0,0,0,0,0,0,5,0,0,1
"CAGL0L13046g",0,2,5,0,3,0,2,2,1,4,3,1,1
"CAGL0L05456g",0,1,1,0,0,2,2,2,0,0,0,0,0
"CAGL0L09020g",41,52,84,128,65,90,126,75,140,71,82,28,19
"CAGL0L06974g",6,8,6,9,3,4,7,2,22,9,12,4,1
"CAGL0L00157g",0,0,1,0,0,1,0,0,0,0,0,0,1
"CAGL0L13398r",18,8,8,3,8,3,5,1,329,3,6,6,6
"CAGL0L04444g",53,71,56,33,53,34,75,21,76,33,37,36,54
"CAGL0L01507g",2,3,7,7,3,6,6,3,5,1,1,9,6
"CAGL0L06402g",10,3,2,2,6,11,0,0,2,0,1,9,15
"CAGL0L07084g",3,1,2,0,0,1,1,1,1,1,0,1,0
"CAGL0L01859g",0,3,4,2,3,3,7,0,1,2,0,3,2
"CAGL0L07040g",0,0,0,0,1,1,0,0,0,0,0,0,0
"CAGL0L09559r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L11946g",5,0,1,0,1,0,0,0,1,1,1,0,3
"CAGL0J07568g",11,10,21,3,9,2,9,0,10,1,0,0,0
"CAGL0F00253g",3,1,3,0,4,0,1,0,4,0,0,0,1
"CAGL0H03487g",1,1,0,0,0,1,1,0,0,0,0,0,0
"CAGL0J01221g",1,0,2,2,0,0,3,1,3,1,2,0,1
"CAGL0F04719g",1,1,1,0,3,0,5,0,2,1,4,2,4
"CAGL0I03014g",3,5,8,5,7,3,8,4,7,5,5,0,0
"CAGL0J00627g",1,2,0,0,1,4,1,3,0,2,1,12,16
"CAGL0F03641g",15,17,19,23,28,17,14,9,25,12,25,7,8
"CAGL0I09328g",0,0,1,1,0,0,0,0,0,0,0,0,1
"CAGL0J02992g",3,3,3,3,2,6,1,5,3,1,2,1,1
"CAGL0F04389g",1,2,1,1,2,0,1,4,2,1,2,1,1
"CAGL0I06050g",13,35,41,25,9,17,22,7,43,12,21,4,1
"CAGL0J10406g",9,16,13,8,20,6,9,2,8,1,3,9,12
"CAGL0F09141g",9,7,4,0,4,3,8,19,1,0,3,10,12
"CAGL0I01452r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0H01045g",3,1,1,2,7,1,2,1,1,0,0,1,2
"CAGL0F03223g",1,2,2,0,0,4,4,1,4,0,1,0,0
"CAGL0I08217g",0,3,1,0,1,3,3,1,2,3,1,5,2
"CAGL0F01551g",5,1,8,8,0,11,4,1,4,2,0,1,0
"CAGL0I07337r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0H09196g",0,0,2,0,0,0,0,0,3,0,1,4,1
"CAGL0J01826r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0F02475g",1,2,2,0,11,1,17,3,5,1,1,0,0
"CAGL0J03278g",16,18,3,8,21,13,17,6,3,4,8,47,39
"CAGL0H02937g",8,1,13,2,6,0,3,0,1,0,0,0,0
"CAGL0H08283g",0,0,0,0,1,0,2,1,0,0,0,0,0
"CAGL0H01441g",0,2,1,0,2,0,0,0,1,0,0,0,0
"CAGL0H04455g",0,0,0,0,0,0,0,0,0,0,0,0,1
"CAGL0H09856g",0,0,0,1,1,1,0,0,0,0,0,1,1
"CAGL0H05159g",3,7,8,2,7,1,8,1,5,2,1,0,0
"CAGL0H00550g",7,8,16,15,9,6,20,12,8,16,20,32,19
"CAGL0H07425g",88,86,89,50,69,66,122,36,75,43,46,46,49
"CAGL0H01573g",0,1,0,2,0,0,0,0,0,0,0,0,0
"CAGL0H08558g",0,4,2,1,2,1,1,0,0,0,1,0,0
"CAGL0H04169g",0,0,0,0,0,0,1,0,2,1,1,0,0
"CAGL0H03817g",0,0,1,0,1,0,0,0,0,1,0,0,0
"CAGL0H08547g",7,3,10,16,6,12,6,5,7,2,3,1,1
"CAGL0H06545g",0,1,1,2,2,0,3,1,0,1,0,0,1
"CAGL0H02563g",5,1,7,7,14,12,4,1,9,2,6,0,3
"CAGL0H00869g",0,1,1,1,0,1,1,1,2,1,0,0,1
"CAGL0H07931g",0,1,5,0,2,0,2,0,0,1,0,0,1
"CAGL0G07881g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0G04301r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0G09757g",216,199,181,111,118,97,63,21,32,96,92,191,163
"CAGL0G04147g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0G07623g",0,0,1,0,1,1,0,0,0,0,0,1,0
"CAGL0G09339g",1,0,0,0,0,1,0,1,1,0,1,7,6
"CAGL0G00902g",1,5,2,1,1,3,1,2,3,0,2,7,2
"CAGL0G04059g",3,3,2,0,1,1,1,0,0,0,0,0,1
"CAGL0G05522g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0G08822g",1,0,0,1,0,0,0,0,0,3,0,0,2
"CAGL0G01969g",7,6,17,0,11,0,13,1,7,0,0,0,0
"CAGL0G09647g",0,1,0,0,1,1,1,1,0,0,0,1,1
"CAGL0G02893g",4,3,7,2,3,2,7,4,3,1,5,0,0
"CAGL0G02673g",7,6,7,2,3,1,4,1,1,1,0,3,4
"CAGL0G10087g",18,11,14,33,12,24,22,27,40,12,18,10,9
"CAGL0G03201g",2,2,2,1,1,1,1,1,0,0,0,0,1
"CAGL0G02651g",2,0,1,0,1,0,2,1,1,0,0,0,0
"CAGL0G08624g",3,1,1,0,1,0,0,0,2,0,0,0,0
"CAGL0G03047g",1,0,3,2,2,2,3,0,3,0,0,3,1
"CAGL0G07755g",0,0,2,1,2,1,0,1,1,1,0,1,0
"CAGL0G01947g",0,0,1,0,1,0,0,0,0,0,0,0,0
"CAGL0G07315g",0,0,1,1,1,6,3,5,1,2,0,6,5
"CAGL0G05786g",0,2,1,0,0,2,0,0,1,1,1,2,1
"CAGL0G02167g",5,0,3,3,2,1,5,2,0,0,0,1,0
"CAGL0G07711g",0,1,3,0,2,0,0,0,1,0,1,1,2
"CAGL0J10032g",3,2,2,2,0,5,1,0,2,1,0,1,0
"CAGL0J02882g",0,0,0,0,1,0,0,1,1,1,0,0,0
"CAGL0J06094g",4,1,0,2,2,1,0,0,1,1,0,2,2
"CAGL0J11440g",0,3,4,1,3,2,3,1,2,0,1,0,2
"CAGL0J02750g",3,2,7,6,2,2,2,5,4,0,1,2,0
"CAGL0J07832g",1,0,1,2,1,0,2,1,2,0,0,0,0
"CAGL0J08008g",344,198,395,323,303,296,292,221,404,191,216,56,51
"CAGL0J09108g",3,1,4,3,2,2,1,0,0,1,1,2,1
"CAGL0J04532g",3,1,2,2,1,2,4,0,5,0,1,0,0
"CAGL0J11660g",5,3,2,0,3,3,1,0,1,1,0,0,0
"CAGL0J03564g",3,0,1,0,1,4,1,1,7,0,2,4,4
"CAGL0J10054g",4,0,1,0,1,1,2,1,2,1,0,0,1
"CAGL0J02530g",570,686,257,163,496,400,472,153,608,96,93,742,828
"CAGL0J04576g",2,3,2,1,0,0,2,1,0,0,0,4,3
"CAGL0J03894g",0,1,1,0,0,0,0,0,0,0,0,0,0
"CAGL0L01331g",4,2,4,2,5,1,2,2,1,1,1,2,3
"CAGL0L10384g",5,2,0,0,6,4,1,1,0,1,1,25,15
"CAGL0L12430r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L11198g",0,1,0,0,0,2,1,0,0,1,0,0,0
"CAGL0L08778g",1,0,3,0,2,2,2,3,3,0,0,0,1
"CAGL0L02799g",7,2,5,0,4,0,9,1,4,0,1,0,0
"CAGL0L04422g",0,1,2,0,1,1,0,1,2,0,0,1,1
"CAGL0L07898g",1,0,2,3,0,1,1,0,0,2,2,1,0
"CAGL0L07392g",2,4,4,6,6,1,7,6,5,5,5,13,2
"CAGL0L02607g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L02629g",0,0,0,0,0,0,0,0,0,0,0,0,2
"CAGL0L09757g",3,4,3,2,2,1,6,1,4,1,0,3,2
"CAGL0L03201g",2,1,2,0,1,1,1,0,1,0,0,2,4
"CAGL0L05016g",0,3,1,0,0,0,3,0,0,0,0,1,0
"CAGL0L05786g",4,7,2,0,3,3,4,1,5,1,1,0,1
"CAGL0L08822g",1,2,4,4,1,0,4,2,1,2,1,2,4
"CAGL0L02519g",18,15,52,38,40,56,54,47,62,18,22,3,3
"CAGL0L05346g",67,47,64,73,67,79,99,53,102,28,44,34,36
"CAGL0L11836g",1,1,0,0,0,1,1,0,0,0,0,0,0
"CAGL0L04950g",2,4,11,5,5,3,2,1,4,0,0,12,9
"CAGL0L03047g",4,4,2,4,4,4,1,1,0,4,2,2,2
"CAGL0L07568g",12,12,21,11,8,15,14,12,7,9,11,17,10
"CAGL0L11066g",4,4,8,0,2,0,3,0,2,0,0,1,0
"CAGL0L05192g",101,76,134,149,111,118,84,55,89,101,113,85,74
"CAGL0L12408g",1,0,1,0,1,0,0,1,2,0,0,0,0
"CAGL0L11924g",2,0,1,0,0,0,0,0,0,0,0,1,2
"CAGL0L04158g",0,0,4,0,0,0,1,0,1,0,0,0,0
"CAGL0L01595r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L10318g",1,1,0,0,1,1,1,0,0,0,0,0,1
"CAGL0L07062g",2,9,7,4,8,12,19,12,8,5,8,6,5
"CAGL0L06754g",0,0,2,2,0,0,0,0,0,0,0,0,0
