"","N1","N2","O1","O2","P1","P2","Q1","Q2","R1","W1","W2","W3","W4"
"CAGL0B02541g",1790,1522,2069,1477,1623,1621,1807,1187,1843,905,939,1239,1189
"CAGL0B04917g",544,537,474,302,628,598,617,331,303,157,177,2582,2488
"CAGL0B02904g",79,155,17,3,70,50,116,16,12,2,5,39,43
"CAGL0B03113g",576,596,684,595,567,668,681,367,629,329,320,641,567
"CAGL0B01551g",1676,1394,1948,1276,1844,1470,2013,1087,1643,686,796,1372,1194
"CAGL0B01573g",421,411,528,389,463,456,456,344,429,280,339,254,218
"CAGL0B00682g",894,834,898,577,901,718,1028,570,773,334,388,704,627
"CAGL0B05027r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B04125g",3608,2286,5548,4690,4107,4400,3609,3409,4099,2628,3098,104,94
"CAGL0B01991g",299,285,319,221,275,308,314,149,269,164,191,159,168
"CAGL0B00506g",1156,903,1139,810,964,1009,1209,721,1014,512,569,737,669
"CAGL0B03553g",3143,2294,4104,2500,3948,3225,2779,1443,3437,1482,1577,926,1075
"CAGL0B04081r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B03707g",883,757,977,829,987,1093,861,637,839,359,460,264,222
"CAGL0B04609g",605,479,789,548,587,634,569,353,573,412,427,165,189
"CAGL0B04565g",4383,3664,5266,3733,4084,4068,4293,2498,4041,2316,2577,3090,2749
"CAGL0B04279g",712,500,930,868,847,1045,622,670,717,719,814,244,235
"CAGL0B04103g",293,260,275,212,296,279,284,239,233,153,141,259,243
"CAGL0B01969g",121,90,88,62,94,107,111,61,76,21,17,44,47
"CAGL0B02497g",3377,3338,3877,3315,3183,3898,3517,2616,3007,1702,2043,2064,1883
"CAGL0B04675g",89,84,231,243,56,94,45,44,44,32,37,518,390
"CAGL0B04455g",49,17,21,17,82,91,11,12,18,58,71,27,19
"CAGL0B02755g",305,438,352,343,451,509,406,278,177,292,350,409,430
"CAGL0B01793g",714,610,948,783,894,954,783,612,678,559,593,707,636
"CAGL0B02772g",391,342,378,266,316,322,428,250,318,143,190,461,419
"CAGL0B03839g",398,288,290,273,378,474,334,226,145,187,223,293,291
"CAGL0B03611g",1,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B01485g",964,694,1243,916,1101,975,866,574,922,574,543,178,122
"CAGL0B02651g",0,2,0,0,2,5,1,0,1,2,2,19,10
"CAGL0B04499g",1349,1435,1732,1244,1480,1505,1720,1098,1353,925,1005,1417,1456
"CAGL0B03421g",696,622,873,794,770,873,765,447,708,396,473,422,374
"CAGL0B03245g",4978,4069,6186,4258,5721,5103,4824,3155,5023,2207,2247,1789,1660
"CAGL0B02926g",2655,4106,19,9,1713,951,1743,233,38,6,6,1187,1690
"CAGL0B00660g",2595,2244,2953,1894,2612,2221,2760,1607,2479,1023,1084,1428,1261
"CAGL0B02365g",1092,1101,1139,784,960,965,1204,704,932,463,464,1089,1008
"CAGL0B04961g",1963,1391,2770,2235,2142,2324,2018,1518,2304,1480,1777,403,385
"CAGL0B04015g",1251,1150,1520,1116,1279,1228,1598,916,1377,608,694,617,529
"CAGL0B02992g",2539,2549,2176,1801,2033,2039,2215,1187,1243,829,916,2055,1803
"CAGL0B04059g",820,716,552,404,499,508,652,485,367,297,257,1724,1631
"CAGL0B01661r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B00110g",1,0,1,0,1632,1775,0,0,92,3,4,13,12
"CAGL0B01837g",1175,940,1521,1122,1307,1178,1336,1018,1304,652,777,516,431
"CAGL0B00550g",3344,2789,4034,2790,3761,3548,3287,1894,3299,1901,2061,648,614
"CAGL0B03091g",613,494,744,617,518,599,669,404,599,310,350,266,178
"CAGL0B01925g",345,333,200,131,268,300,321,186,215,82,85,1559,1578
"CAGL0B00242g",0,0,0,0,2,2,0,0,0,0,0,0,0
"CAGL0B03817g",489,639,251,223,281,357,481,242,159,183,204,3537,3320
"CAGL0B03905g",889,851,938,706,821,818,918,589,694,377,404,365,338
"CAGL0B00748g",1100,1204,978,591,1024,989,1229,608,787,422,408,2205,1941
"CAGL0B00638g",231,174,225,135,253,202,200,127,187,107,78,137,137
"CAGL0B04191g",983,893,1208,885,1048,1130,1018,662,1021,468,461,632,527
"CAGL0B03619g",1290,1330,635,462,954,1106,1191,767,496,201,227,3661,3358
"CAGL0B02673g",790,658,897,680,863,775,820,564,651,461,484,506,489
"CAGL0B00924g",292,279,327,226,316,344,227,185,243,153,146,188,152
"CAGL0B05049g",1380,1076,1699,1297,1818,1786,1169,865,1408,1126,1202,1178,1119
"CAGL0B03377g",619,560,635,444,586,547,623,340,565,265,297,318,271
"CAGL0B01188g",1549,1544,1729,1382,1541,1729,1732,1154,1514,899,918,588,432
"CAGL0B02629g",1856,1487,1954,1575,1852,1857,1921,1078,1537,836,861,1325,1135
"CAGL0B01441g",1451,1314,1650,1320,1522,1532,1480,1060,1334,781,853,820,788
"CAGL0B01122g",14351,11138,23725,18669,15511,17337,12485,9727,18793,10444,12689,268,228
"CAGL0B02167g",1475,1178,1842,1200,1788,1655,1749,1060,1245,657,761,1027,1013
"CAGL0B01683g",2731,2046,3025,1829,2761,2231,2567,1361,2558,851,982,918,661
"CAGL0B02101g",375,386,390,356,360,388,472,266,305,251,330,818,835
"CAGL0B03575g",1157,1165,1238,938,1181,1296,1417,831,1197,797,830,603,545
"CAGL0B04631g",2843,2871,3125,2050,2782,2636,3273,1721,2524,1061,1087,1635,1505
"CAGL0B00858g",490,473,449,303,393,395,469,237,346,233,239,593,506
"CAGL0B02211g",853,678,736,552,740,685,823,452,634,416,489,723,545
"CAGL0B04807g",2286,2094,2817,2258,2251,2539,2159,1611,2389,1320,1564,1509,1430
"CAGL0B04213g",8,7,7,2,2,3,15,7,2,9,16,9,10
"CAGL0B02189g",5076,3738,5816,3561,4843,3865,4952,2682,4803,1662,1763,1879,1770
"CAGL0B03729r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0B03487g",86610,59840,98929,73767,81272,80714,66150,50775,80978,33591,36852,6162,4938
"CAGL0B02475g",55927,46327,81,47,13773,14890,36962,28880,236,205,246,40351,38203
"CAGL0F04565g",9057,7149,10775,7045,7199,6683,9134,5956,7857,3489,3787,6747,6490
"CAGL0F06391g",443,365,326,294,348,420,312,236,246,190,178,424,438
"CAGL0F07821g",685,690,795,456,731,604,888,491,678,260,250,634,459
"CAGL0G02189g",311,308,484,298,323,322,196,76,195,132,138,365,380
"CAGL0F03025g",320,211,279,213,382,323,364,291,381,173,161,273,238
"CAGL0F07953g",11,9,15,13,11,38,10,12,11,8,14,33,41
"CAGL0G08492g",269,207,279,244,273,272,323,185,262,169,202,194,180
"CAGL0B03883g",754,602,952,604,840,747,761,418,621,402,465,369,257
"CAGL0B02013g",499,456,489,350,521,418,568,274,424,134,136,319,322
"CAGL0E06292g",640,117,4,3,25,16,120,220,2,9,11,9,9
"CAGL0E04444g",1196,1079,1546,1133,1297,1432,1252,899,1291,917,1066,431,417
"CAGL0E04818g",458,402,587,362,574,430,533,287,494,187,238,232,205
"CAGL0E01441g",1207,981,1539,1178,1262,1348,1226,866,1293,656,814,524,446
"CAGL0E03333r",0,1,0,0,1,0,0,1,0,0,0,0,0
"CAGL0E01661g",617,560,645,497,650,728,486,350,223,430,451,576,549
"CAGL0E04576g",1409,1270,1598,1058,1517,1155,1516,717,1476,479,537,489,410
"CAGL0E02739g",2297,2156,2924,2465,2491,2920,2577,2153,2676,1816,2155,1396,1351
"CAGL0E04862g",990,718,1115,801,1006,872,1028,593,923,321,394,424,468
"CAGL0E03179g",949,772,1095,890,970,1018,1011,793,963,501,560,647,580
"CAGL0E00825r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0E05720g",214,168,218,183,250,282,262,144,215,143,160,154,125
"CAGL0E04554g",139,58,37,30,64,98,130,141,19,27,21,68,77
"CAGL0E01243g",1532,866,1335,1476,835,1359,899,1042,615,345,385,1964,1364
"CAGL0E00935g",676,492,841,701,681,900,769,557,645,503,674,746,664
"CAGL0E06446g",613,622,838,588,693,752,763,509,660,390,445,392,408
"CAGL0E04708g",224,167,200,120,176,173,190,122,137,112,109,605,564
"CAGL0E05632g",701,599,576,343,388,333,670,406,354,106,133,384,413
"CAGL0E02233g",1346,1005,954,993,1071,1462,964,854,735,416,426,705,519
"CAGL0E00451g",4658,3598,6477,4293,5021,4745,5407,3689,5793,2094,2398,1817,1608
"CAGL0E00869g",9836,8044,12781,11184,10058,12408,8462,7628,11201,7064,7976,1349,1241
"CAGL0E00803g",329,474,87,55,207,304,351,231,170,38,33,2495,2334
"CAGL0E01463g",6385,4827,8944,7288,7122,8038,6372,5124,7550,4269,5128,1211,1147
"CAGL0E01617g",6106,4534,5074,4031,5085,5069,4839,3883,3962,1672,1880,2900,2636
"CAGL0E04796g",1196,1136,1405,986,1248,1101,1508,829,1100,540,570,670,588
"CAGL0E03113g",1338,1168,1476,1368,1227,1713,1386,1082,1294,1133,1195,1125,1196
"CAGL0E02959g",885,693,1475,976,1196,1041,1026,625,1084,529,572,132,103
"CAGL0E03355g",780,844,553,319,840,629,972,510,626,209,185,831,750
"CAGL0E01991g",14007,10125,18666,11316,14405,12293,13607,7934,16431,5691,6943,208,226
"CAGL0E05984g",953,922,18,25,1841,2049,160,48,8,23,29,50760,53412
"CAGL0E03586r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0E04268g",551,491,628,515,551,625,711,481,552,316,371,512,548
"CAGL0E01771g",372,357,793,646,356,333,472,259,40,387,446,220,181
"CAGL0E03201g",4563,6973,11861,6837,4321,4511,7977,2366,9385,4515,4864,1382,1813
"CAGL0E00891g",500,439,393,403,494,595,550,488,307,277,314,1431,1339
"CAGL0E06380g",293,399,95,62,201,191,228,75,47,60,43,3201,3216
"CAGL0E06072g",357,348,279,262,324,393,407,282,125,77,77,1427,1293
"CAGL0E02035g",1168,953,1302,855,1305,1088,1109,713,1080,581,661,624,567
"CAGL0E01067g",1588,1071,2332,1882,2064,1934,1596,1423,1791,1084,1322,381,325
"CAGL0E05962g",217,266,120,77,180,161,195,108,96,43,60,474,486
"CAGL0E05324g",1481,1219,1390,959,1073,1050,1463,835,1041,512,523,1102,991
"CAGL0E02827g",324,290,347,262,328,337,358,227,311,201,205,204,203
"CAGL0E06424g",5307,5167,4174,3125,2579,2839,4638,3263,2420,1550,1625,13751,12271
"CAGL0E03289g",7512,4541,10184,7569,7853,7630,6092,5330,7920,3322,3722,221,168
"CAGL0E00495g",568,506,608,443,637,661,612,412,599,318,320,203,214
"CAGL0E00275g",7,6,0,1,503,179,5,2,2,10,5,72,34
"CAGL0E05676g",2444,1739,3728,2374,2951,2405,1996,1358,2390,1124,1245,497,457
"CAGL0E05302g",821,858,636,512,680,843,928,585,564,315,343,1386,1219
"CAGL0E05874g",4809,2462,7808,5204,5299,4610,3658,2845,5247,2439,2560,291,214
"CAGL0E04664g",774,632,845,848,789,1068,921,767,740,573,662,846,822
"CAGL0H03751g",1768,1388,2105,1524,1587,1664,1511,990,1678,1231,1421,1054,859
"CAGL0G05676g",408,474,457,313,440,410,517,280,415,202,235,421,435
"CAGL0I05742g",305,254,350,263,320,316,338,230,305,198,202,374,367
"CAGL0H00847g",971,768,1337,956,1086,1057,924,681,923,689,791,185,157
"CAGL0G07865g",488,410,527,332,533,448,528,307,420,262,324,363,329
"CAGL0F03905g",707,688,758,527,702,672,725,469,698,367,354,807,663
"CAGL0F08547g",24944,17633,34942,25730,26823,27376,23780,15901,30885,12242,14747,1578,1723
"CAGL0F02761g",644,507,683,432,593,557,563,361,505,216,315,332,317
"CAGL0F04521g",89,38,120,89,54,52,101,122,38,49,50,184,182
"CAGL0F01947g",4864,4629,5012,3477,3989,4256,5185,3465,3096,2224,2251,8806,8022
"CAGL0G07579g",1355,1019,1423,852,1259,1022,1423,869,1141,416,406,600,550
"CAGL0I08591g",290,275,164,139,356,333,200,102,81,62,83,269,237
"CAGL0J08250g",889,742,881,698,870,765,979,584,913,303,305,290,239
"CAGL0F05621g",290,224,370,343,334,360,348,314,309,176,231,269,282
"CAGL0I00616g",1322,1023,1460,1181,1371,1366,1419,998,1231,705,853,648,628
"CAGL0J10890g",2809,1615,4050,2851,3088,2789,2701,2226,3037,1722,1856,110,61
"CAGL0I08811g",185,140,187,132,173,164,162,88,164,83,84,128,107
"CAGL0J05258g",1432,1438,1593,1176,1408,1640,1739,1184,1042,919,1177,1683,1729
"CAGL0G09515g",1359,1482,788,754,1132,1025,1458,902,587,185,234,1919,1737
"CAGL0I07755g",1328,1031,1579,1176,1179,1154,1155,818,1338,504,530,698,594
"CAGL0J09350g",7520,8323,8999,5098,7846,7147,10082,6900,7152,3359,3384,8288,7365
"CAGL0G09218g",713,603,974,737,829,833,840,628,803,484,511,295,238
"CAGL0I02442g",1970,1983,2322,1462,2042,1941,2579,1777,1949,1134,1237,1955,1904
"CAGL0J10318g",853,849,964,918,1280,1444,883,670,940,379,409,1298,1361
"CAGL0G02717g",824,985,170,111,513,376,642,199,321,90,76,1764,1834
"CAGL0I01980g",1082,1062,692,459,965,900,881,335,546,194,210,2980,2926
"CAGL0J05500g",638,492,811,553,612,606,631,406,600,271,307,275,241
"CAGL0G06776g",1036,908,1282,921,1175,1389,1044,807,843,568,640,711,711
"CAGL0H05533g",3626,2717,4531,2465,3957,3091,3375,1878,4684,1357,1435,1084,982
"CAGL0J10538g",306,286,344,241,290,335,279,176,216,172,188,397,406
"CAGL0H02453g",1863,1544,2192,1414,2044,1809,2459,1299,2112,1193,1287,819,567
"CAGL0J04026g",699,604,575,423,619,609,583,364,348,268,269,1048,1034
"CAGL0F00803g",865,690,905,682,881,920,867,605,658,378,403,913,843
"CAGL0H07997g",413,351,400,382,371,402,331,207,206,199,263,121,96
"CAGL0J09504g",1611,1233,1986,1226,1717,1458,1512,987,1408,793,805,651,570
"CAGL0F03531g",2458,1855,2885,2197,2334,2413,2383,1919,2543,1069,1236,650,563
"CAGL0G01672g",2939,3327,3772,2635,3047,3224,4591,3750,3311,2230,2488,3765,3602
"CAGL0H01067g",317,272,483,312,288,281,332,199,420,225,238,117,107
"CAGL0F02013g",328,338,358,341,263,347,369,359,187,212,319,471,349
"CAGL0G06666g",2120,1832,2143,1470,1952,1807,2259,1234,2078,903,1021,486,390
"CAGL0H03905g",5401,4312,8557,6575,5946,7013,5551,4360,7529,4973,5737,4720,4170
"CAGL0J05214g",1836,1367,2256,1796,1985,1884,2167,1387,2050,1009,1085,772,692
"CAGL0F00231g",14579,12182,13189,8109,10215,9307,11945,7199,9259,5078,5712,10928,10090
"CAGL0H06567g",1157,1110,1339,794,1143,982,1395,777,1117,496,492,415,355
"CAGL0H01419g",2095,1156,3427,2199,2472,2081,1763,1503,2212,1028,1234,265,219
"CAGL0G04565g",213,218,212,182,204,185,203,111,163,57,58,81,56
"CAGL0H10582g",2281,1830,3065,2178,2656,2356,2350,1427,2681,1036,1169,752,679
"CAGL0G07491g",1792,1769,1903,1635,1943,2219,1768,1433,1733,992,1087,1993,1938
"CAGL0H07799g",518,400,498,334,485,478,470,273,350,208,249,565,537
"CAGL0G09152g",188,200,257,177,200,193,257,149,217,109,113,220,205
"CAGL0G07106g",2254,1356,3560,2358,2655,2243,1903,1452,3038,1209,1389,47,43
"CAGL0G06644g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0G01056g",22,12,47,32,20,12,7,7,30,51,68,15,7
"CAGL0G02805g",1066,915,1176,1032,1137,1284,1216,838,932,711,776,1103,1140
"CAGL0G05357g",244,330,172,119,224,237,285,109,135,84,105,2140,2294
"CAGL0G03883g",1736,2286,746,433,934,890,1605,834,1695,298,292,5281,4083
"CAGL0G05698g",692,533,312,249,476,459,443,232,270,97,94,2837,2580
"CAGL0G06908g",4766,3572,6371,3787,4966,3924,5183,3234,5367,2094,2377,1024,994
"CAGL0I01540r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0H09460g",247,266,164,113,149,148,203,96,76,57,62,759,879
"CAGL0G08382g",756,722,1041,771,783,784,1054,538,920,358,431,305,262
"CAGL0I08635g",672,535,860,891,739,991,653,518,724,769,908,953,932
"CAGL0H08371g",2696,2258,3372,2181,3028,2835,2422,1452,2601,1389,1542,2172,2358
"CAGL0G09064g",143,144,93,82,93,149,112,110,77,44,57,538,481
"CAGL0I01650g",696,685,549,356,565,562,746,406,518,228,236,772,750
"CAGL0H06941g",372,366,426,264,373,319,434,251,336,107,110,154,157
"CAGL0G02519g",319,300,312,210,286,235,360,196,240,140,183,234,203
"CAGL0I01584g",1831,1455,2219,1388,1981,1620,1877,1172,1755,705,765,622,517
"CAGL0H08349g",1060,787,1440,949,1206,1043,1104,799,1061,549,643,209,198
"CAGL0G01166g",1976,1543,3052,2140,1666,1923,2036,1837,2124,891,1084,1850,1571
"CAGL0I01276g",212,279,338,245,247,260,230,144,132,112,101,684,540
"CAGL0H06435g",217,192,347,304,256,358,229,235,200,259,247,209,182
"CAGL0G04763g",2457,1247,1379,1068,2388,2363,1469,1273,752,950,1010,256,226
"CAGL0I06787g",614,832,826,538,673,674,962,653,754,279,305,619,511
"CAGL0H06809g",272,221,238,191,245,272,265,210,183,144,183,342,328
"CAGL0G01034g",14412,10490,12334,8256,19716,16964,10125,6177,10340,3891,4270,3658,3194
"CAGL0I06204g",3567,3730,4426,4272,4593,4788,3774,3198,4152,1817,2011,5099,4900
"CAGL0H03883g",2194,1921,2981,2124,2758,3027,2537,1819,1975,1368,1454,2225,2254
"CAGL0G06688g",968,755,1010,792,827,963,882,767,819,442,512,451,378
"CAGL0I02816g",749,588,721,601,703,703,738,553,653,340,367,589,609
"CAGL0H03575g",38,32,56,40,31,36,21,14,48,36,39,26,43
"CAGL0G04499g",967,566,1506,1227,1732,1688,830,604,756,554,728,238,208
"CAGL0I00374g",231,161,250,194,257,302,148,97,236,239,247,488,565
"CAGL0H01353g",943,793,1156,1137,1194,1772,1080,1010,768,847,987,1835,1755
"CAGL0G07062g",241,261,226,203,229,240,295,193,197,128,146,385,375
"CAGL0I10835g",775,609,880,507,761,594,849,450,714,244,267,166,138
"CAGL0H09020g",3104,2592,3644,2401,3019,2783,3241,1925,3216,1408,1449,817,733
"CAGL0G07018g",949,634,1286,846,1193,977,810,566,921,489,545,70,62
"CAGL0I06809g",196,229,232,163,151,120,145,98,87,123,116,603,630
"CAGL0H03047g",429,354,526,430,401,490,480,275,409,229,272,175,184
"CAGL0G06050g",4187,3774,1,2,528,636,4386,3203,10,4,1,4146,3978
"CAGL0I05082g",2868,1613,3276,2665,1911,2037,1974,1391,1400,957,1066,2305,1820
"CAGL0H07887g",1610,1391,2021,1288,2409,1973,1473,832,1233,516,511,1446,1356
"CAGL0G03795g",14736,21363,18395,11659,12823,13466,22478,14831,38713,10103,10602,4141,4285
"CAGL0I07381g",578,626,887,568,679,644,585,237,546,366,349,458,493
"CAGL0H06501g",848,733,745,526,734,620,863,419,621,196,232,586,505
"CAGL0G02849g",543,575,202,144,519,637,352,196,53,128,114,4622,4912
"CAGL0I04950g",984,937,1006,677,938,836,1256,614,877,281,308,634,558
"CAGL0H05643g",22790,14847,30782,20477,23199,21661,21964,14106,28830,11444,13130,794,736
"CAGL0G01804g",2173,2118,2459,2279,2353,3038,2915,2747,2274,2132,2469,4114,4011
"CAGL0I03344g",1410,780,1905,1561,1537,1660,1013,1007,1344,1012,1207,135,125
"CAGL0H09152g",1073,803,798,684,739,731,712,687,559,403,414,923,772
"CAGL0G06116g",513,391,396,277,468,401,430,269,340,214,240,187,197
"CAGL0B01166g",1826,1753,1932,1272,1963,1768,2028,1087,1788,744,780,961,893
"CAGL0B00572g",8,6,5,2,5,7,5,2,6,0,4,2,6
"CAGL0B00946g",1873,2485,2084,1607,2194,2383,2206,1022,1289,1413,1485,3899,4368
"CAGL0B03773g",3222,2503,3455,2226,3299,2696,2553,1631,2684,1023,1218,873,808
"CAGL0C04933g",6,4,50,29,12,10,29,36,55,45,35,8,10
"CAGL0C03201g",1312,1058,1193,713,1198,1052,1251,615,960,444,492,1344,1219
"CAGL0C02387g",126,141,197,168,149,179,168,141,162,142,164,95,105
"CAGL0C05203g",837,874,1036,774,840,930,1048,601,765,592,640,648,591
"CAGL0C03630g",3194,2313,4723,3333,3646,3471,3188,2317,3678,1828,2005,501,444
"CAGL0C04983g",4067,3064,4771,3332,4104,3971,3701,2200,3826,1823,2076,635,556
"CAGL0C03025g",1800,1483,2227,1814,1718,1987,1990,1493,1930,1080,1242,983,872
"CAGL0C04697g",1288,1145,1766,1495,1562,2095,1404,1134,1150,906,1113,1057,1021
"CAGL0C02189g",15011,12028,25980,18839,17953,17431,13018,7390,17224,9371,10573,1637,1918
"CAGL0C01441g",2652,1724,4163,2743,3159,2793,2369,1808,3271,1243,1330,262,192
"CAGL0C02981g",1008,823,1321,1154,1378,1459,1034,728,952,761,859,357,338
"CAGL0C02013g",1154,1011,984,633,1080,1101,950,548,660,545,622,1696,1589
"CAGL0C04895g",478,519,501,343,435,425,471,216,371,208,222,570,519
"CAGL0C01991g",217,191,204,131,201,191,196,143,180,90,102,228,240
"CAGL0C03047g",2040,2075,2490,1590,1916,1842,2350,1429,2302,1353,1532,919,887
"CAGL0C02717g",325,285,269,208,337,313,310,184,237,116,136,218,172
"CAGL0C00671g",1447,1626,1220,996,1555,1765,1340,826,1016,600,765,3066,2997
"CAGL0C00429g",466,456,518,367,526,444,559,265,423,150,185,629,563
"CAGL0C05313g",4189,3439,5424,3454,4419,3757,4492,2565,4456,1837,2013,810,738
"CAGL0C02783g",3,3,2,1,5,3,1,1,0,0,2,1,2
"CAGL0C01221g",3178,2378,4676,3478,3498,3485,3249,2504,3564,1916,2029,408,381
"CAGL0C00495g",305,286,371,337,297,377,405,281,364,287,339,184,180
"CAGL0C01485g",1184,1045,1509,1273,1279,1654,1170,936,1186,889,926,942,995
"CAGL0C03289g",825,591,1049,618,719,612,577,241,707,453,462,100,78
"CAGL0C03718r",0,0,0,1,0,1,0,0,0,0,0,0,0
"CAGL0C02123g",1570,1407,1820,1111,1511,1375,1859,1209,1504,792,821,889,861
"CAGL0C05445g",494,374,425,342,1161,1048,390,248,344,245,262,289,263
"CAGL0C02079g",417,283,518,295,444,380,389,275,385,186,247,168,139
"CAGL0C03916g",65,72,85,56,85,73,42,21,17,46,53,169,137
"CAGL0C05489g",461,396,531,316,542,508,298,239,236,295,321,1385,1319
"CAGL0C04323g",244,183,110,72,67,69,129,78,20,41,59,358,254
"CAGL0C02673g",1298,979,1380,1000,1366,1197,1434,993,1069,609,693,723,591
"CAGL0C02145g",975,858,1147,648,989,806,963,535,1059,372,453,859,815
"CAGL0C01353g",2254,2405,2677,1798,2178,2117,2807,1657,2093,1056,1108,1710,1639
"CAGL0C05533g",449,407,208,144,240,238,276,162,144,85,110,505,507
"CAGL0C01397g",109,67,35,18,142,102,56,41,32,8,7,366,279
"CAGL0C05159g",2421,2034,1818,1317,1878,1933,2182,1381,1330,783,879,2752,2452
"CAGL0C03223g",3117,2720,4505,3314,1997,2205,3337,3064,3077,1888,2296,4168,4160
"CAGL0C04004g",199,140,164,109,115,104,89,49,51,113,135,456,474
"CAGL0C03553g",608,582,541,468,497,607,547,485,448,337,506,946,895
"CAGL0C02519g",88,13,252,245,233,364,40,55,66,79,111,284,169
"CAGL0C05181g",2968,1894,4206,3236,3123,3229,2787,2374,3131,1395,1729,257,230
"CAGL0C02541g",1935,1506,2018,1459,1657,1729,1608,1172,1743,571,566,704,583
"CAGL0C00781g",14,8,19,5,20,15,8,12,4,4,3,7,12
"CAGL0C01155g",332,323,417,206,363,339,295,149,309,200,183,323,335
"CAGL0C04873g",921,965,1333,834,1053,1002,909,451,1208,487,570,337,417
"CAGL0C04543g",622,608,419,343,464,543,358,259,215,252,252,2475,2456
"CAGL0E06666g",1,0,1,2,2,6,1,0,1,2,5,10,14
"CAGL0E04356g",3274,2995,3020,2800,2161,3209,2496,2002,1492,1545,2209,12306,12738
"CAGL0E01419g",334,287,324,257,271,266,309,266,158,122,159,319,233
"CAGL0E00781g",6663,4351,8878,6446,7089,6655,6384,4851,7136,3131,3471,752,657
"CAGL0E03542g",644,539,664,472,557,535,726,433,615,237,238,282,226
"CAGL0E06226g",5184,5617,5289,3065,4245,3904,5782,3026,3761,1861,1718,5538,4834
"CAGL0E05148g",1245,1699,691,317,840,706,1349,513,448,251,270,5249,4758
"CAGL0E06402g",0,0,1,0,0,0,1,0,1,0,0,0,1
"CAGL0E00473g",1039,941,1357,905,1195,1044,1117,660,1139,538,521,464,383
"CAGL0E04928g",766,829,1007,658,784,973,817,574,763,507,560,763,743
"CAGL0E06006g",521,617,481,334,453,495,597,302,329,238,241,1177,1041
"CAGL0E01331g",1026,937,1205,953,1146,1177,916,588,781,457,564,1462,1357
"CAGL0E01815g",50,55,18,12,38,62,30,7,2,19,17,1108,1058
"CAGL0E01177g",25649,21245,17483,12023,18750,21221,24790,19745,13623,8378,10662,43435,41187
"CAGL0E06600g",88,78,68,49,686,848,132,93,345,536,619,319,343
"CAGL0E04730r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0E00429g",1284,1169,1439,1085,1337,1242,1460,887,1234,622,669,1136,1095
"CAGL0E04026g",596,548,631,449,643,558,684,437,551,239,276,315,302
"CAGL0E04004g",224,210,197,149,235,205,204,188,142,81,80,803,780
"CAGL0E03157g",6833,5337,7148,5395,6828,6899,6444,4144,6851,3564,4241,2534,2463
"CAGL0E01567g",444,387,622,448,450,476,454,304,448,261,272,304,254
"CAGL0E05214g",286,330,250,243,246,307,307,212,168,203,224,1144,973
"CAGL0E02387g",360,314,306,246,351,390,447,232,203,206,215,504,465
"CAGL0E01265g",2577,1812,3042,2026,2584,2488,2113,1546,2573,1493,1573,1498,1285
"CAGL0E02057g",187,167,163,101,167,151,162,122,144,15,16,33,29
"CAGL0E04180g",495,464,376,214,412,272,520,172,422,141,156,167,181
"CAGL0E05566g",1511,929,636,569,788,739,1116,845,637,191,222,1504,1252
"CAGL0E04548g",254,274,162,114,109,145,224,142,74,154,173,937,873
