"","N1","N2","O1","O2","P1","P2","Q1","Q2","R1","W1","W2","W3","W4"
"CAGL0E00759g",488,299,465,312,513,502,259,242,349,360,380,752,778
"CAGL0E04642g",946,918,994,693,879,787,903,494,723,459,474,862,828
"CAGL0E01749g",12,12,27,14,26,16,8,5,4,16,28,55,48
"CAGL0E01903g",873,603,1297,959,1037,898,901,551,926,565,648,132,126
"CAGL0E04994g",18200,12310,26178,15675,19082,16459,17708,9621,24267,8843,9978,181,160
"CAGL0E05654g",1909,1082,1995,1537,971,1041,1151,708,588,1218,1376,4168,4547
"CAGL0E02629g",1371,1261,1402,979,1208,1200,1451,826,1167,443,478,1091,959
"CAGL0E01199g",3186,2852,3869,2918,3200,3429,3600,2560,3276,2058,2342,2131,1970
"CAGL0E02189g",177,149,202,141,158,197,168,96,133,97,101,129,130
"CAGL0E03960g",2057,1996,2196,1619,2071,2113,2248,1344,2338,756,770,1482,1425
"CAGL0E01639g",712,857,576,408,710,670,827,422,373,266,288,1538,1451
"CAGL0E04422g",449,545,477,350,430,435,606,307,439,294,305,636,597
"CAGL0E03652g",997,889,762,715,757,928,1110,890,525,461,547,1393,1387
"CAGL0I09196g",642,337,787,513,687,540,563,408,527,307,334,140,112
"CAGL0H10406g",2168,1381,3208,2286,2312,2089,1911,1491,2515,1145,1319,328,251
"CAGL0G01848g",180,147,203,191,184,254,158,159,161,145,147,193,221
"CAGL0I03454g",2215,2078,2648,1836,2286,2116,2618,1494,2172,1061,1250,1395,1345
"CAGL0H08954g",395,269,408,344,459,445,295,244,323,320,350,309,277
"CAGL0G01364g",6713,5664,8734,6055,7374,7124,6698,4711,7550,3147,3460,1506,1381
"CAGL0I09724g",87,36,239,149,137,82,30,36,41,80,104,17,10
"CAGL0H06831g",217,178,186,135,209,218,183,109,143,103,115,475,446
"CAGL0G04917g",970,906,1146,868,1137,1172,896,697,752,578,693,785,782
"CAGL0I04620g",792,845,475,265,591,564,717,308,371,163,191,1454,1442
"CAGL0H05555g",758,647,1472,1080,940,934,996,537,1131,740,757,149,196
"CAGL0G07975g",1478,881,2137,1393,1680,1398,1317,931,1501,734,859,119,95
"CAGL0I04356g",21036,15112,27245,21021,22031,22550,19321,13078,24991,9757,11315,2080,1902
"CAGL0H04785g",903,950,799,469,862,880,1309,837,721,304,320,1377,1251
"CAGL0G04785g",4,1,4,0,2,5,1,2,2,4,7,11,12
"CAGL0I06160g",17597,11562,16394,12588,17143,16302,10374,7393,9999,5847,6928,5606,5205
"CAGL0H06347g",453,423,490,458,456,479,436,331,443,179,216,376,324
"CAGL0G06468g",773,809,691,561,646,615,743,360,688,385,456,399,400
"CAGL0I01672g",471,456,336,242,330,294,502,249,275,148,144,524,469
"CAGL0H09526g",1015,739,1303,843,1049,854,983,633,948,407,413,353,324
"CAGL0G07557g",62,27,54,29,56,43,26,19,40,5,5,1,5
"CAGL0I01628g",1316,1301,1459,913,1287,1161,1511,764,1207,498,484,879,723
"CAGL0H01793g",539,565,848,586,499,520,719,495,530,248,261,376,309
"CAGL0G00748g",443,293,500,432,496,441,439,320,414,329,379,227,196
"CAGL0I03322g",10295,8319,17274,11515,13078,13412,11546,8366,13565,6440,6942,3576,3369
"CAGL0H01331g",916,729,972,777,1107,1139,732,535,832,462,498,322,309
"CAGL0G03509g",1271,1152,1386,1071,1236,1276,1313,817,1204,397,405,896,853
"CAGL0I10725g",985,575,796,590,933,983,745,686,574,414,462,905,993
"CAGL0H05291g",518,449,511,341,496,410,568,247,403,188,216,398,446
"CAGL0G09042g",265,171,291,202,272,243,196,166,161,126,152,165,121
"CAGL0I07557g",1652,1218,2152,1476,1698,1835,1612,1220,1544,913,1058,1151,1196
"CAGL0H02673g",795,511,1017,789,816,777,705,589,877,540,622,174,151
"CAGL0G03949g",0,0,0,1,0,3,0,0,1,0,0,1,1
"CAGL0I03366g",1128,780,1723,1500,1293,1510,1057,1021,1309,1004,1206,207,205
"CAGL0H09394g",233,194,193,141,199,193,183,127,161,100,122,191,160
"CAGL0G03223g",382,350,370,238,373,314,445,252,315,156,167,402,304
"CAGL0I07733g",1093,997,1150,741,1256,948,1273,602,1163,374,398,524,411
"CAGL0H07843g",713,640,780,572,660,680,839,545,616,357,400,792,753
"CAGL0G01925g",862,667,952,624,788,817,803,604,540,433,530,635,549
"CAGL0I08041g",261,217,321,263,267,340,297,222,248,156,179,144,169
"CAGL0H06105g",3363,3655,3875,3122,3597,4268,4329,3857,3147,2795,3008,4657,4423
"CAGL0G09779g",289,340,414,406,286,323,590,211,544,216,271,169,165
"CAGL0I07975g",3638,1924,5629,4523,4085,4128,3398,3153,4059,2236,2549,144,120
"CAGL0H07007g",1669,1882,1839,1433,1708,1926,2266,1842,1628,1000,1135,2321,2334
"CAGL0G05720g",112,162,139,111,134,121,152,76,136,61,72,235,242
"CAGL0I10384g",2144,1485,3888,2593,2503,2011,1980,1253,2350,558,643,3728,2906
"CAGL0H05511g",10428,7427,13062,7151,10780,7908,10196,4746,12911,3461,4070,151,155
"CAGL0G04631g",2050,1337,2641,1627,2061,1565,1949,1117,1310,623,780,367,242
"CAGL0I06358g",1222,969,1281,765,1203,1036,1379,734,1170,433,468,818,781
"CAGL0H04829g",109,97,125,93,119,112,77,41,114,55,43,14,16
"CAGL0G06182g",143,102,117,74,116,113,81,59,78,46,47,86,48
"CAGL0C02431g",1130,934,1327,1140,1166,1263,1042,731,996,599,648,629,560
"CAGL0C04389g",8445,6566,8922,8085,7358,9556,7566,6721,7025,3544,4246,2812,2637
"CAGL0C03762g",228,167,259,219,224,210,218,122,248,111,133,247,245
"CAGL0C03003g",703,522,966,798,794,952,604,539,765,580,801,232,224
"CAGL0C03806r",0,0,1,0,0,0,0,0,0,0,0,0,0
"CAGL0C03113g",2428,2730,1512,1157,2307,2643,2342,1428,1203,742,863,9392,9361
"CAGL0C04301g",4376,3148,5986,4776,4270,4679,4256,3003,5527,3606,4243,1300,1341
"CAGL0C03696g",392,368,305,251,251,293,396,231,259,136,118,491,450
"CAGL0C03355g",739,523,1237,929,833,877,660,644,946,549,589,161,157
"CAGL0C04026g",530,504,536,365,318,253,644,288,301,209,260,530,458
"CAGL0C04741g",3842,3757,2879,2230,2763,3476,3116,2633,2254,1260,1490,3875,4190
"CAGL0C05225g",670,687,719,488,717,589,720,383,600,285,322,628,524
"CAGL0C01727g",1113,1102,1204,915,1137,1132,1254,723,1187,455,526,628,619
"CAGL0C04763g",802,970,1206,744,834,847,843,365,781,651,687,379,484
"CAGL0C03267g",2742,2142,2039,1609,2279,2163,2377,1569,1514,939,914,1909,1638
"CAGL0C01903g",460,356,424,362,448,407,469,321,383,188,209,283,246
"CAGL0C00715g",883,484,1131,964,954,992,816,689,877,510,569,103,96
"CAGL0C03369g",5273,2887,7620,5107,5687,4896,4174,3491,5744,2517,2924,373,314
"CAGL0C02035g",2934,2482,3160,2417,3699,3510,2786,1723,2509,1309,1502,2519,2285
"CAGL0C02739g",1041,988,252,199,2003,1951,448,233,200,106,132,7285,7614
"CAGL0C00110g",2412,2988,6,10,40256,44283,165,64,10451,249,230,287,191
"CAGL0C00231g",148,134,137,85,220,243,56,45,141,116,143,152,132
"CAGL0C03652g",894,802,1152,670,1210,962,912,508,805,435,540,433,474
"CAGL0C02959g",2112,2152,2148,1453,2130,2021,2008,1167,1849,806,959,2472,2181
"CAGL0C05555g",230,205,236,212,331,321,204,129,139,92,108,801,884
"CAGL0C04367g",1277,1223,1057,935,1127,1428,1337,693,884,1061,1112,2258,2367
"CAGL0C01793g",471,417,372,266,389,359,389,209,221,146,184,1605,1919
"CAGL0C02255g",198,207,171,119,197,163,216,127,165,64,66,137,129
"CAGL0C00209g",49,77,26,15,646,674,17,11,147,47,59,66,40
"CAGL0C04191g",1421,1390,744,499,1390,1240,715,326,423,361,365,7329,7317
"CAGL0C02299g",369,230,586,437,500,508,322,292,367,256,269,76,63
"CAGL0C04521r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0C03421g",1452,1313,1733,1344,1549,1770,1531,1265,1485,867,891,686,638
"CAGL0C05269g",502,666,443,293,529,589,557,351,325,248,286,1659,1567
"CAGL0C02695g",668,531,748,536,624,642,769,475,617,411,430,273,223
"CAGL0C02453g",1602,1473,1592,1426,1433,1701,1445,1066,1282,804,928,916,854
"CAGL0C02277g",1154,942,1456,1096,1202,1271,1199,891,1139,548,686,426,370
"CAGL0C05643g",456,506,3,0,7960,8471,36,5,1880,44,54,63,30
"CAGL0C02475g",760,600,935,892,722,1000,765,670,800,560,637,348,340
"CAGL0C01265g",2126,1718,2739,1891,2415,2029,2229,1367,2382,864,1004,1092,879
"CAGL0C01463g",517,495,425,341,460,519,604,352,402,177,186,422,355
"CAGL0C05423g",587,549,533,378,887,783,604,340,416,312,324,390,345
"CAGL0C04136g",7735,4831,8342,6122,7055,7370,7166,5021,5668,3084,3723,3618,3330
"CAGL0C04653r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0C02057g",24,10,44,20,18,18,15,4,25,16,21,12,8
"CAGL0C01287g",681,462,960,746,750,803,579,493,673,414,505,162,161
"CAGL0C00363g",1662,1381,1558,1602,1754,2341,1538,1376,1173,844,892,1874,1718
"CAGL0C02343g",10016,6588,14032,10811,11114,10803,8740,7019,11363,4963,5540,480,393
"CAGL0E05104g",130,133,167,81,164,108,144,93,139,98,83,149,137
"CAGL0E02453g",730,611,886,792,779,943,742,644,676,719,828,321,363
"CAGL0E04048g",4937,4280,5230,3335,4823,4389,5068,2843,3851,1865,2188,4448,4381
"CAGL0E06204g",749,758,708,414,766,660,793,403,658,286,324,826,751
"CAGL0E02541g",0,0,0,0,1,0,0,0,0,364,421,419,378
"CAGL0E04972g",1294,971,1404,1058,1217,1345,1259,837,1496,640,678,776,780
"CAGL0E04620g",3841,5223,4412,4488,5128,5726,4832,3403,4174,2256,2571,6884,6317
"CAGL0E05698g",346,221,453,248,401,271,251,197,300,118,122,25,21
"CAGL0E05456g",644,203,554,502,732,562,236,362,155,243,271,24,11
"CAGL0E00341g",74,89,94,82,82,70,103,48,93,43,62,62,66
"CAGL0E02277r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0E02101g",679,469,926,543,754,605,582,408,674,338,339,148,138
"CAGL0E03025g",952,888,1006,636,882,628,806,384,456,448,551,448,432
"CAGL0E01045g",494,384,544,432,473,582,503,384,469,339,434,336,327
"CAGL0E03377r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0E06314g",1013,872,1482,1027,1335,1411,1173,823,1001,666,711,399,341
"CAGL0E05610g",6935,8723,3674,2243,3952,4161,5739,1923,1080,1987,2035,19064,20203
"CAGL0E05412g",2018,1655,2211,1372,2056,1914,1966,1103,1688,816,888,1251,1127
"CAGL0E02981g",622,792,597,520,482,541,726,408,360,386,450,1030,918
"CAGL0E05346g",3361,3152,3486,2852,3340,3782,4017,2846,2669,2045,2221,6073,6211
"CAGL0E01353g",6638,1817,22412,19774,7528,9991,7910,6535,1356,2315,2695,4771,3387
"CAGL0E00737g",2042,1591,2218,1918,1977,2345,1528,1316,1678,919,1150,659,601
"CAGL0E05918g",399,382,263,170,355,320,484,253,321,119,137,835,841
"CAGL0E03454g",1289,1138,1296,914,1328,1181,1545,923,1249,322,333,642,524
"CAGL0E05764g",1964,1228,3016,2105,2400,2037,1892,1327,2381,932,1132,246,220
"CAGL0E03828g",903,902,995,487,1016,890,961,679,831,400,391,598,516
"CAGL0E00979g",2168,1296,3057,2254,2407,2151,1872,1699,2251,1272,1420,190,185
"CAGL0E05434g",874,631,1143,816,1098,1071,769,537,864,454,480,258,193
"CAGL0E00187g",17,21,6,2,224,180,7,1,49,15,20,24,19
"CAGL0E02431g",937,722,1027,786,1070,983,1063,599,915,435,436,461,414
"CAGL0E04400g",766,700,1060,726,831,981,816,513,689,674,713,455,516
"CAGL0E00231g",286,170,101,135,122,226,297,231,131,331,344,66,54
"CAGL0E05830g",1272,1189,1695,1099,1479,1464,1373,830,1140,769,858,1171,1173
"CAGL0E01573g",2645,1588,3660,2637,2878,2675,2509,2010,2838,1582,1707,210,169
"CAGL0E00583g",444,536,443,184,339,291,530,262,284,212,222,180,244
"CAGL0E00649g",404,445,294,209,358,321,484,268,253,127,139,1214,1205
"CAGL0E03520g",1368,1190,1954,1476,1724,2073,1724,1292,1290,885,969,1084,1117
"CAGL0E04334g",9667,6034,10934,10184,12181,12857,6101,5373,4803,3426,4121,760,518
"CAGL0E06160g",3460,2491,3778,2763,3189,3077,2899,1864,3337,1116,1309,1380,1245
"CAGL0E02409g",1373,1096,1074,960,2020,2204,1187,836,1082,583,563,467,396
"CAGL0E04774g",1790,1619,1355,1013,1209,1236,2165,1519,1064,539,643,977,931
"CAGL0E03003g",287,245,264,214,293,308,213,143,246,137,145,283,302
"CAGL0E04510g",382,451,314,227,330,306,476,246,302,178,178,866,709
"CAGL0E00913g",2340,2204,2421,1862,2326,2547,2507,1556,2135,1222,1301,3315,3048
"CAGL0E04488g",514,532,524,370,455,471,607,432,473,230,260,325,332
"CAGL0E00517g",1455,750,2263,1826,1706,1647,1170,1186,1578,1133,1425,23,20
"CAGL0E05786g",370,283,521,414,352,390,365,273,370,221,286,147,132
"CAGL0G00858g",810,610,678,621,577,655,826,548,488,460,522,184,160
"CAGL0G03729g",766,488,723,623,662,780,720,484,547,197,211,416,401
"CAGL0G05313g",1328,1026,1412,1005,1330,1300,1059,748,901,471,521,485,414
"CAGL0I07249g",19,29,12,19,25,41,25,8,4,7,10,304,319
"CAGL0G00704g",467,381,641,401,539,444,484,296,501,290,287,146,130
"CAGL0I06512g",1978,1902,2107,1353,1888,1683,2292,1196,1995,807,855,1085,1029
"CAGL0G08426g",439,409,358,259,373,338,380,243,306,175,182,471,453
"CAGL0I10246g",242,326,343,253,154,180,469,267,343,159,165,85,82
"CAGL0G08448g",700,613,618,365,509,391,670,331,439,284,279,547,487
"CAGL0I08327g",8768,7089,11269,8094,9659,8789,8576,6224,9842,3581,4178,922,859
"CAGL0H09438g",457,390,509,371,422,419,631,306,504,207,252,246,236
"CAGL0I02332g",642,539,673,367,606,471,565,267,490,282,295,304,229
"CAGL0H07865g",976,811,1336,958,1279,1252,1109,809,1040,558,605,446,444
"CAGL0I03278r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0H03531g",1650,1329,2234,1295,1884,1835,1752,1008,1396,871,949,994,950
"CAGL0H05863g",1279,873,1647,1282,1286,1370,1101,921,1241,813,951,322,275
"CAGL0H01309g",812,1112,667,420,788,752,846,463,503,261,295,1404,1294
"CAGL0I08415g",700,551,571,318,567,457,577,364,486,211,250,464,448
"CAGL0H07271g",263,157,400,255,358,303,231,173,267,158,170,7,11
"CAGL0I03696g",217,232,181,136,200,242,250,133,167,77,69,356,333
"CAGL0I07293g",543,416,621,436,515,512,537,328,402,288,284,145,112
"CAGL0H05093g",2968,1888,4400,2837,3275,2575,2934,1862,3484,1167,1259,599,513
"CAGL0I05588g",1105,756,1660,1214,1288,1158,1025,766,1151,687,905,80,58
"CAGL0I02706g",441,410,645,434,483,554,546,349,385,300,368,357,377
"CAGL0H03311g",57,49,20,19,23,19,28,7,10,18,17,120,102
"CAGL0I06688g",1642,1298,1880,1367,1802,1403,1739,1089,1603,769,840,811,776
"CAGL0H07183g",1078,620,1477,959,1168,906,872,678,1006,460,483,59,46
"CAGL0I04532g",2791,2339,2817,1956,2618,2281,2842,1550,2770,1225,1181,978,886
"CAGL0H04631g",1433,1294,1484,1076,1218,1279,1637,1417,1104,617,636,1259,1111
"CAGL0I00220g",1,0,2,0,0,0,0,0,2,0,0,2,0
"CAGL0I09922g",799,677,1091,716,964,863,773,458,752,394,414,276,220
"CAGL0I00990g",388,357,548,390,538,537,395,321,369,320,328,279,239
"CAGL0I10032r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I08657r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0H02123g",390,410,482,348,482,488,518,282,419,146,145,358,322
"CAGL0I03080g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0H07623g",276,246,266,199,236,229,244,134,193,113,137,240,269
"CAGL0I08723g",670,668,876,592,894,970,805,576,693,411,377,799,686
"CAGL0H00935g",1553,1002,2092,1893,1641,1804,1413,1184,1555,976,1092,158,186
"CAGL0I04466g",1522,1348,1700,1305,1732,1678,1535,1094,1510,799,957,1063,962
"CAGL0H09042g",501,397,502,295,468,418,452,231,392,180,236,269,253
"CAGL0I01694g",1060,828,1243,870,1229,1023,991,738,922,454,488,881,748
"CAGL0H08998g",710,613,611,458,766,660,744,452,561,285,314,426,459
"CAGL0I01254g",1287,901,1875,1212,1421,1229,1240,984,1330,711,850,192,165
"CAGL0H03245g",1177,1021,1208,1011,1031,1076,1285,823,1118,632,677,616,598
"CAGL0I09680g",99,83,100,68,100,108,90,76,84,50,38,105,90
"CAGL0H10340g",167,140,191,119,164,153,151,86,118,68,58,45,42
"CAGL0I02002g",564,534,765,491,738,665,553,294,372,300,302,553,486
"CAGL0H08800g",2347,1894,3242,2483,2733,2518,2615,1888,2900,1477,1671,545,536
"CAGL0I04840g",55,46,83,67,69,37,79,33,73,42,43,48,52
"CAGL0H07579g",13333,10800,15808,11239,10068,10848,12353,7954,15196,6442,7313,957,818
"CAGL0I00704g",3154,2855,3080,2176,2647,2546,3022,1896,2412,1195,1319,2169,2069
"CAGL0H05247g",762,433,1013,837,867,948,697,683,644,564,629,118,105
"CAGL0I01496g",3393,3525,4138,2557,4250,4495,4320,2872,3632,1526,1535,3929,3621
"CAGL0H01144g",18,8,64,50,37,41,11,3,12,16,26,15,21
"CAGL0I02288g",513,445,496,374,562,496,609,329,457,271,294,384,310
"CAGL0G10109g",2025,1381,3202,2142,2150,2001,1857,1310,2657,1181,1328,192,184
"CAGL0I08833g",3338,3187,3704,3053,3339,3723,4242,2820,2935,2199,2478,5281,5198
"CAGL0G07535g",2195,1169,3521,2889,2506,2598,1942,2061,2465,1551,1879,165,160
"CAGL0G02475g",23884,17695,32655,24598,25255,26431,25426,17258,31206,14587,17090,914,962
"CAGL0I10648g",21024,14520,33503,23228,24467,25186,21152,16286,26400,12810,14076,2759,2242
"CAGL0I08085g",1073,740,1382,1048,1530,1562,1103,761,960,842,929,667,769
"CAGL0I02662g",573,542,549,364,498,419,585,285,479,264,241,473,447
"CAGL0I05324g",747,669,854,560,783,725,774,470,695,434,449,483,503
"CAGL0G05808g",448,313,461,346,390,436,350,228,289,183,231,161,112
"CAGL0I03762g",4186,3445,5369,3398,4264,3763,4029,2542,4462,2023,2451,1514,1434
"CAGL0G00308g",13374,7467,12047,9885,10326,12004,8029,7114,6405,3328,3245,9373,7709
"CAGL0I02948g",667,475,564,549,572,729,599,434,446,393,432,845,779
"CAGL0G05445g",1949,1560,2387,1831,2001,2097,2213,1524,2194,998,1096,540,518
"CAGL0G03597g",1008,762,847,769,841,872,868,610,731,490,489,286,216
"CAGL0C00737g",2518,1515,3875,2589,3054,2381,2458,1769,2949,1172,1305,162,118
"CAGL0C04829g",129,139,202,151,115,130,132,76,130,94,115,71,56
"CAGL0C04070r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0C03938g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0C04455g",1036,821,1090,929,686,849,969,881,669,411,466,1013,923
"CAGL0C00385g",1952,1604,2318,1780,2114,2333,1941,1419,1935,936,1059,670,588
"CAGL0C02211g",3396,2606,3854,3505,4149,4762,3203,2750,3550,1545,1734,1469,1168
"CAGL0C03333g",1264,766,1030,895,828,1040,630,645,638,259,323,1066,894
"CAGL0C02409g",742,779,828,601,639,630,752,495,658,290,342,426,377
"CAGL0C01133g",1112,1086,1360,1057,1103,1171,1039,799,1038,652,786,1197,1076
"CAGL0C01771g",492,554,317,211,352,375,583,265,190,135,149,2421,2259
"CAGL0C04719g",157,153,206,171,117,171,181,108,83,61,61,281,334
"CAGL0C05357g",1403,1084,1434,1062,1403,1343,1257,903,1159,627,716,895,739
"CAGL0C03828g",77,79,84,51,76,58,88,40,98,34,38,31,41
"CAGL0C01199g",1435,1005,1762,1316,1541,1401,1224,825,1341,682,691,824,594
"CAGL0C03245g",111,52,101,78,78,107,76,80,76,47,53,140,111
"CAGL0C02629g",4,3,0,2,0,3,0,0,0,1,4,3,2
"CAGL0C05467g",1,4,2,5,7,12,3,2,1,10,18,4,2
"CAGL0C03509g",1604,1368,1287,1004,1369,1379,1634,1004,1079,595,611,2374,2132
"CAGL0C03740g",993,741,565,459,999,1044,1073,952,518,332,345,1472,1337
"CAGL0C01325g",5238,4574,6349,5677,4040,5099,4900,4669,4395,3161,3701,7515,7381
"CAGL0C02585g",1341,1028,1997,1363,1452,1210,1291,1015,1443,600,641,269,227
"CAGL0C05005g",299,246,258,180,261,235,285,153,255,152,176,228,202
"CAGL0C03960g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0C00473g",949,749,1024,646,904,783,1060,519,913,365,369,467,377
"CAGL0C01529g",1206,1030,1442,1169,1199,1165,1305,911,1144,713,780,722,756
"CAGL0C01243g",1149,946,1586,1124,1279,1524,1128,854,998,730,823,2492,2372
"CAGL0C01375g",1167,1541,1005,716,1031,991,1653,786,870,540,525,2292,2118
"CAGL0C01859g",93,113,100,53,76,81,100,54,68,55,48,68,89
"CAGL0C03179g",1484,1389,1777,1331,1591,1678,1727,1158,1417,1060,1211,1095,1173
"CAGL0C00517g",1050,960,1067,827,1164,1112,1038,572,1001,556,604,473,446
"CAGL0C03982g",2,1,2,0,1,0,0,0,0,0,0,1,0
"CAGL0C03872g",33,44,67,53,90,142,43,21,33,37,43,211,293
"CAGL0C04917g",1105,1687,2558,1832,1474,1335,2344,1241,1845,1092,1225,169,203
"CAGL0C02101g",490,415,487,305,498,407,524,349,323,174,216,369,372
"CAGL0C05137g",8418,8009,7983,6361,7734,8677,7511,5907,4284,4464,5189,9770,9609
"CAGL0C04114g",14841,9538,15423,13941,13148,16772,14142,12734,10909,6460,7670,6752,6465
"CAGL0C00847g",408,467,608,475,427,523,489,331,396,261,284,483,489
"CAGL0C02827g",929,766,1192,1141,1159,1248,930,977,969,479,515,1375,1308
"CAGL0C02321g",1057,1112,191,246,296,525,793,531,211,210,262,5843,4801
"CAGL0C00319g",1417,1579,1464,951,1702,1610,1253,647,903,371,365,1957,1615
"CAGL0C00297g",1659,1090,1977,1509,1840,1883,1524,1099,1647,820,903,417,391
"CAGL0C02871g",577,452,660,458,639,640,574,347,439,262,272,376,334
"CAGL0C02893g",802,779,931,706,1046,901,916,614,659,326,342,941,915
"CAGL0C03091r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0C04279g",862,680,1134,906,1024,997,922,640,899,553,607,88,74
"CAGL0C04257g",1317,1193,1711,1038,1759,1592,1402,862,1258,604,599,667,614
"CAGL0C03157r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0E04114g",1092,1050,1006,684,995,937,941,650,770,426,467,369,383
"CAGL0E05258g",372,273,403,296,340,324,326,213,339,190,233,106,100
"CAGL0E01133g",3928,3487,5040,4253,4071,4732,4316,3228,4903,2826,3350,2231,2046
"CAGL0E06182g",270,208,215,180,249,213,183,158,179,112,130,203,186
"CAGL0E02673g",1930,982,3248,2641,2377,2351,1791,1910,2456,1718,2095,98,99
"CAGL0E03630g",123,90,255,152,103,101,68,52,137,67,69,127,128
"CAGL0E05522g",1390,912,1543,1283,1504,1563,1200,1074,1321,810,814,46,47
"CAGL0E06094g",1,0,0,1,0,0,0,0,1,0,0,3,1
"CAGL0E01925g",1014,665,1499,984,1156,1008,868,692,1095,753,808,52,44
"CAGL0E02893g",916,661,1013,779,905,927,840,541,783,394,476,271,252
"CAGL0E01969g",3167,3065,3311,2331,3065,3009,2748,1571,1928,1032,1113,2101,1653
"CAGL0E01397g",2316,1751,2692,2143,2335,2604,2424,1939,2209,1396,1549,1411,1398
"CAGL0E02145g",317,279,274,258,358,391,293,181,227,160,194,651,635
"CAGL0E05896g",2940,2846,3626,2528,3154,3138,3528,2128,3021,1855,2212,1744,1839
"CAGL0E04378g",1587,1503,1911,1412,1291,1335,1520,947,1419,734,851,1234,1228
"CAGL0E01529g",194,132,210,175,178,158,164,156,184,102,149,56,44
"CAGL0E04224g",637,451,549,520,713,803,641,466,549,296,337,658,518
"CAGL0E04466g",2,6,11,16,13,6,4,6,6,5,6,4,11
"CAGL0E05390g",9203,6415,10909,6348,10579,8076,8290,5131,9156,3116,3129,338,288
"CAGL0E00605g",110,92,109,114,119,135,102,98,91,65,77,102,112
"CAGL0E00693g",1263,1185,1201,955,1128,1177,1337,939,1143,660,706,1080,978
"CAGL0E03806g",1023,750,1048,700,997,825,929,588,899,492,497,567,506
"CAGL0E05368g",299,266,338,260,283,281,278,197,299,183,189,205,172
"CAGL0E01683g",2143,1813,2543,1881,2254,2229,2099,1423,1893,1064,1114,1228,1108
"CAGL0E01485g",1116,940,1162,946,1116,1069,1046,720,939,394,463,376,328
"CAGL0E02849g",2162,1682,2841,1767,2125,1757,2042,1254,2253,720,824,768,627
"CAGL0E02299g",821,827,834,614,896,874,1004,590,670,353,382,1162,1035
"CAGL0E02167g",956,928,1162,1009,994,1190,1165,881,972,597,792,553,474
"CAGL0E05500g",9289,5013,13641,7960,10355,7719,7781,5701,10019,2909,3421,127,114
"CAGL0E00715g",1100,1003,1343,948,1279,1489,1229,924,943,565,719,1390,1456
"CAGL0E06028g",1439,1345,1653,1072,1516,1290,1791,897,1518,666,723,433,407
"CAGL0E01947g",3402,2550,4471,3292,3610,3369,3404,2406,3397,1464,1730,1146,984
"CAGL0E04136g",1209,958,1373,932,1335,1244,1221,878,1109,481,452,348,327
"CAGL0E04686g",1142,1171,1152,778,1076,1054,1489,792,1046,462,493,1239,1219
"CAGL0E02871g",316,365,557,408,296,369,354,171,497,160,178,67,93
"CAGL0E06050g",1783,1213,2022,1639,1728,1766,1959,1333,1844,998,1026,744,636
"CAGL0E06468g",1186,1253,1697,1249,1479,1546,1536,727,1281,739,737,748,771
"CAGL0E06248g",244,200,286,199,225,243,180,150,164,99,102,271,290
"CAGL0E00385g",1204,1059,707,518,1057,1028,1217,768,910,591,629,685,639
"CAGL0E04752g",3720,2795,4576,5175,3893,5941,3772,4247,3837,2894,3233,1692,1422
"CAGL0E01859g",344,347,77,69,74,113,204,157,24,30,26,704,666
"CAGL0E01111g",836,687,1074,805,922,852,1091,749,1039,320,377,401,301
"CAGL0E04290g",699,575,672,408,589,595,575,373,582,283,314,451,389
"CAGL0E02123g",107,75,94,104,120,123,81,73,78,74,70,146,123
"CAGL0E02343g",1706,1047,2679,1629,1986,1657,1521,1092,1897,1100,1308,53,49
"CAGL0E03916g",693,612,498,301,402,367,621,327,439,219,296,708,593
"CAGL0E01309g",707,664,725,540,676,658,740,475,539,316,388,667,667
"CAGL0E03476g",1176,1054,1155,853,1120,1051,1444,896,1097,427,406,1288,1171
"CAGL0E03432g",0,0,2,1,1,0,1,0,1,0,0,2,1
"CAGL0E03608g",577,448,520,385,545,485,529,297,478,184,190,443,379
"CAGL0I04576g",202,208,115,81,143,132,145,65,94,81,93,218,196
"CAGL0H04125g",4072,3500,3521,2410,4216,4001,3399,1961,2235,1364,1526,8682,8239
"CAGL0I07865g",1875,2060,306,198,2119,2032,1864,980,432,201,204,5086,5110
"CAGL0H03553g",3267,2596,3951,3275,3257,3800,3263,2615,3016,2121,2377,1530,1422
"CAGL0I10406g",2546,2550,2952,2094,2861,2803,3458,2678,2565,1501,1549,3437,3471
"CAGL0H04015g",1,1,0,0,0,0,0,0,0,0,0,1,0
"CAGL0H10428g",721,884,607,363,682,596,936,509,657,321,311,1340,1180
"CAGL0H04851g",239,293,198,137,121,127,237,84,123,85,110,546,586
